    458	    169	     72
    952	    337	     76
   1103	    506	     81
   1277	    674	     76
   1439	    843	     74
   1590	   1011	     72
   1782	   1180	     71
   1974	   1348	     69
   2165	   1517	     72
   2328	   1685	     76
   2467	   1854	     81
   2658	   2022	     76
   2821	   2191	     74
   3001	   2360	     72
   3158	   2528	     71
   3309	   2697	     69
   3477	   2865	     72
   3564	   2949	     74
   3663	   3034	     76
   3791	   3202	     64
   3959	   3371	     69
   4116	   3539	     72
   4307	   3708	     76
   4446	   3876	     68
   4638	   4045	     69
   4771	   4213	     72
   4858	   4298	     74
   4946	   4382	     76
   5085	   4551	     64
   5271	   4719	     69
   5433	   4888	     72
   5607	   5056	     76
   5752	   5225	     68
   5944	   5393	     69
   6095	   5562	     71
   6211	   5646	     72
   6263	   5730	     74
   6426	   5899	     72
   6490	   5983	     71
   6588	   6067	     72
   6763	   6236	     74
   6821	   6320	     76
   6890	   6404	     77
   7024	   6573	     76
   7099	   6657	     74
   7198	   6742	     76
   7360	   6910	     81
   7552	   7079	     77
   7680	   7247	     74
   7836	   7416	     76
   7999	   7584	     74
   8167	   7753	     72
   8341	   7921	     71
   8498	   8090	     69
   8684	   8258	     71
   8789	   8343	     72
   8841	   8427	     74
   9015	   8596	     72
   9090	   8680	     71
   9143	   8764	     72
   9329	   8933	     74
   9386	   9017	     76
   9450	   9101	     77
   9613	   9270	     76
   9647	   9354	     74
   9735	   9438	     76
   9897	   9607	     81
  10089	   9775	     77
  10199	   9944	     74
  10408	  10112	     76
  10553	  10281	     74
  10710	  10449	     72
  10925	  10618	     71
  11023	  10787	     69
  11221	  10955	     72
  11377	  11124	     76
  11511	  11292	     81
  11708	  11461	     84
  11900	  11629	     76
  12034	  11798	     72
  12219	  11966	     69
  12388	  12135	     68
  12515	  12303	     71
  12678	  12472	     76
  12817	  12640	     80
  13003	  12809	     83
  13177	  12978	     74
  13363	  13146	     72
  13549	  13315	     71
  13711	  13483	     69
  13868	  13652	     72
  14042	  13820	     76
  14170	  13989	     81
  14379	  14157	     84
  14530	  14326	     76
  14663	  14494	     72
  14837	  14663	     69
  15017	  14831	     68
  15157	  15000	     71
  15308	  15169	     76
  15481	  15337	     80
  15633	  15506	     83
  15784	  15674	     74
  15981	  15843	     72
  16120	  16011	     71
  16265	  16180	     69
  16445	  16348	     72
  16620	  16517	     76
  16753	  16685	     79
  16933	  16854	     77
  17119	  17022	     72
  17275	  17191	     71
  17415	  17360	     69
  17571	  17528	     67
  17757	  17697	     71
  17920	  17865	     74
