   1878	      0	     69
   2156	    188	     70
   2406	    375	     75
   2616	    563	     71
   2875	    750	     72
   3125	   1313	     77
   3725	   1688	     74
   3984	   1875	     70
   4678	   2813	     74
   4938	   3000	     69
   5197	   3188	     70
   5350	   3375	     75
   5575	   3563	     71
   5766	   3750	     72
   6019	   4313	     77
   7294	   5250	     77
   7572	   5813	     77
   7728	   6000	     74
   8003	   6188	     71
   8306	   6375	     67
   8481	   6563	     69
   8725	   6750	     71
   8966	   7313	     72
   9228	   7500	     75
   9394	   7688	     77
   9634	   7875	     79
   9863	   8063	     75
  10087	   8250	     72
  10366	   8813	     70
  10875	   9188	     70
  11072	   9275	     74
  11200	   9375	     72
  11347	   9563	     70
  11503	   9750	     72
  12069	  10313	     72
  12547	  10875	     74
  16206	  14813	     74
  16441	  15000	     69
  16691	  15188	     70
  16891	  15375	     75
  17097	  15563	     71
  17303	  15750	     72
  17538	  16313	     77
  18109	  16688	     74
  18378	  16875	     70
  19078	  17813	     74
  19313	  18000	     69
  19563	  18188	     70
  19744	  18375	     75
  19997	  18563	     71
  20144	  18750	     72
  20397	  19313	     77
  21691	  20813	     74
  22453	  21375	     75
  23169	  22313	     77
  24519	  23250	     77
  24847	  23813	     77
  25028	  24000	     74
  25250	  24188	     71
  25575	  24375	     67
  25750	  24563	     69
  25931	  24750	     71
  26219	  25313	     72
  26478	  25500	     75
  26622	  25688	     77
  26903	  25875	     79
  27269	  26063	     75
  27353	  26250	     72
  27644	  26813	     70
  28138	  27188	     70
  28372	  27275	     74
  28463	  27375	     72
  28500	  27563	     70
  28709	  27750	     72
  29012	  28313	     70
  30681	  28875	     70
  31131	  29063	     70
