    329	    117	     82
    404	    238	     79
    479	    358	     74
    533	    479	     79
    600	    600	     74
    642	    717	     70
    879	    838	     74
   1271	    958	     70
   1662	   1079	     67
   1833	   1200	     70
   1971	   1317	     67
   2033	   1438	     62
   2221	   1558	     67
   2354	   1679	     62
   2458	   1796	     58
   2621	   1917	     62
   2796	   2038	     58
   2917	   2158	     55
   3067	   2279	     58
   3196	   2396	     62
   3308	   2517	     67
   3413	   2638	     70
   3596	   2758	     74
   3679	   2879	     79
   3825	   3000	     74
   3929	   3117	     72
   4050	   3238	     70
   4196	   3358	     69
   4300	   3479	     67
   4454	   3600	     66
   4583	   3717	     62
   4746	   3838	     66
   4829	   3958	     69
   4954	   4079	     74
   5075	   4200	     78
   5171	   4317	     81
   5338	   4438	     75
   5467	   4558	     74
   5558	   4679	     72
   5704	   4796	     70
   5821	   4917	     69
   5937	   5038	     67
   6075	   5158	     62
   6250	   5279	     67
   6321	   5396	     70
   6483	   5517	     74
   6567	   5638	     79
   6708	   5758	     82
   6875	   5879	     79
   6983	   6000	     75
   7075	   6117	     72
   7229	   6238	     75
   7325	   6358	     79
   7442	   6479	     81
   7596	   6600	     77
   7712	   6717	     74
   7842	   6838	     70
   7975	   6958	     74
   8071	   7079	     77
   8188	   7200	     79
   8317	   7317	     75
   8433	   7438	     72
   8542	   7558	     69
   8721	   7679	     72
   8808	   7796	     75
   8954	   7917	     62
   9096	   8038	     79
   9229	   8158	     78
   9354	   8279	     79
   9458	   8396	     81
   9575	   8517	     72
   9738	   8638	     67
   9883	   8758	     72
   9971	   8879	     70
  10108	   9000	     72
  10167	   9117	     74
  10329	   9238	     65
  10442	   9358	     60
  10650	   9479	     77
  10758	   9600	     76
  10904	   9717	     77
  11017	   9838	     79
  11108	   9958	     70
  11254	  10079	     65
  11421	  10200	     70
  11533	  10317	     69
  11658	  10438	     70
  11758	  10558	     72
  11879	  10679	     63
  12025	  10796	     58
  12175	  10917	     75
  12300	  11038	     74
  12421	  11158	     75
  12521	  11279	     77
  12642	  11396	     68
  12779	  11517	     63
  12979	  11638	     58
  13158	  11758	     63
  13221	  11879	     67
  13354	  12000	     63
  13496	  12117	     67
  13546	  12238	     72
  13763	  12358	     67
  13825	  12479	     72
  13938	  12600	     75
  14079	  12717	     72
  14242	  12838	     75
  14317	  12958	     65
  14446	  13079	     60
  14592	  13200	     65
  14692	  13317	     69
  14833	  13438	     65
  14942	  13558	     69
  15038	  13679	     74
  15188	  13796	     69
  15313	  13917	     74
  15404	  14038	     77
  15496	  14158	     74
  15713	  14279	     77
  15775	  14396	     67
  15950	  14517	     62
  16108	  14638	     67
  16158	  14758	     70
  16308	  14879	     67
  16408	  15000	     70
  16517	  15117	     75
  16738	  15238	     70
  16788	  15358	     75
  16863	  15479	     79
  16988	  15600	     75
  17129	  15717	     79
  17225	  15838	     69
  17383	  15958	     65
  17529	  16079	     69
  17629	  16200	     72
  17754	  16317	     69
  17917	  16438	     72
  17975	  16558	     77
  18108	  16679	     72
  18225	  16796	     77
  18308	  16917	     81
  18463	  17038	     77
  18563	  17158	     81
  18671	  17279	     70
  18813	  17396	     72
  18929	  17517	     74
  19050	  17638	     82
  19183	  17758	     81
  19333	  17879	     82
  19408	  18000	     72
  19550	  18117	     74
  19617	  18238	     75
  19788	  18358	     82
  19879	  18479	     81
  20058	  18600	     82
  20163	  18717	     74
  20229	  18838	     75
  20379	  18958	     77
  20525	  19079	     82
  20642	  19200	     81
  20804	  19317	     82
  20908	  19438	     75
  21042	  19558	     77
  21138	  19679	     79
  21267	  19796	     82
  21388	  19917	     81
  21588	  20038	     82
  21654	  20158	     69
  21771	  20279	     72
  21900	  20396	     75
  22008	  20517	     79
  22146	  20638	     77
  22242	  20758	     75
  22358	  20879	     74
  22492	  21000	     70
  22650	  21117	     75
  22742	  21238	     70
  22833	  21358	     77
  22963	  21479	     68
  23079	  21600	     67
  23229	  21717	     69
  23292	  21838	     70
  23421	  21958	     62
  23567	  22079	     60
  23688	  22200	     69
  23821	  22317	     58
  24013	  22438	     62
  24129	  22558	     60
  24267	  22679	     58
  24392	  22796	     57
  24504	  22917	     55
  24650	  23038	     57
  24825	  23158	     67
  24929	  23279	     66
  25063	  23396	     64
  25158	  23517	     62
  25313	  23638	     72
  25413	  23758	     70
  25513	  23879	     69
  25638	  24000	     67
  25796	  24117	     77
  25896	  24238	     76
  26008	  24358	     74
  26163	  24479	     73
  26275	  24600	     82
  26392	  24717	     81
  26508	  24838	     79
  26667	  24958	     77
  26775	  25079	     76
  26954	  25200	     77
  27042	  25317	     74
  27167	  25438	     79
  27292	  25558	     74
  27379	  25679	     81
  27483	  25796	     72
  27613	  25917	     70
  27804	  26038	     81
  27879	  26158	     79
  28008	  26279	     77
  28125	  26396	     76
  28233	  26517	     74
  28400	  26638	     76
  28458	  26758	     72
  28608	  26879	     77
  28733	  27000	     72
  28838	  27117	     79
  28942	  27238	     70
  29092	  27358	     69
  29233	  27479	     79
  29342	  27600	     77
  29450	  27717	     76
  29567	  27838	     74
  29713	  27958	     73
  29863	  28079	     74
  29946	  28200	     70
  30063	  28317	     76
  30229	  28438	     70
  30304	  28558	     77
  30404	  28679	     69
  30525	  28796	     67
  30671	  28917	     77
  30775	  29038	     76
  30917	  29158	     74
  31025	  29279	     73
  31154	  29396	     71
  31279	  29517	     73
  31404	  29638	     69
  31542	  29758	     74
  31629	  29879	     69
  31738	  30000	     76
  31854	  30117	     67
  31979	  30238	     65
  32129	  30358	     74
  32233	  30479	     70
  32367	  30600	     67
  32475	  30717	     64
  32617	  30838	     72
  32742	  30958	     62
  32867	  31079	     70
  33017	  31200	     67
  33117	  31317	     64
  33250	  31438	     60
  33383	  31558	     69
  33538	  31679	     58
  33650	  31796	     67
  33775	  31917	     64
  33888	  32038	     61
  34004	  32158	     57
  34138	  32279	     65
  34246	  32396	     55
  34421	  32517	     65
  34583	  32638	     64
  34658	  32758	     62
  34733	  32879	     61
  34908	  33000	     59
  35021	  33117	     57
  35183	  33233	     62
  35279	  33358	     61
  35433	  33475	     64
  35542	  33600	     62
  35642	  33717	     65
  35788	  33838	     57
  35913	  33958	     64
  36029	  34079	     62
  36175	  34200	     65
  36292	  34317	     64
  36400	  34438	     67
  36550	  34558	     57
  36688	  34679	     65
  36813	  34796	     64
  36913	  34917	     67
  37058	  35038	     65
