     17	   2000	     72
    364	   2063	     77
    886	   2217	     77
   1141	   2233	     79
   1318	   2250	     81
   1647	   2342	     79
   1836	   2500	     77
   2084	   2563	     84
   2799	   2750	     81
   3295	   3000	     77
   3564	   3063	     86
   4299	   3250	     82
   4774	   3500	     77
   5045	   3563	     84
   5755	   3750	     81
   6230	   4000	     77
   6491	   4063	     76
   6720	   4125	     77
   6947	   4188	     78
   7166	   4250	     79
   7663	   4500	     79
   7890	   4563	     77
   8110	   4625	     79
   8331	   4688	     80
   8573	   4750	     81
   9023	   5000	     81
   9300	   5063	     79
   9523	   5125	     82
   9760	   5188	     81
  10002	   5250	     81
  10238	   5313	     79
  10485	   5500	     77
  10725	   5563	     76
  10854	   5592	     77
  10990	   5625	     79
  11102	   5654	     77
  11225	   5688	     76
  11317	   5717	     74
  11438	   5750	     72
  18096	   8063	     84
  20563	   8813	     82
  20742	   9000	     81
  21019	   9063	     81
  21275	   9125	     79
  21506	   9188	     79
  21673	   9250	     79
  22540	   9500	     79
  22760	   9563	     79
  23613	   9813	     81
  23829	  10000	     77
  24081	  10063	     76
  24342	  10125	     72
  24558	  10188	     77
  24758	  10217	     79
  24798	  10233	     81
  24858	  10250	     82
  25148	  10342	     81
  25373	  10500	     79
  25646	  10563	     80
  26131	  10750	     81
  33810	  13063	     65
  34704	  13250	     81
  35206	  13500	     83
  35477	  13563	     83
  35994	  13688	     84
  36267	  13750	     79
  36954	  14029	     76
  37015	  14046	     77
  37096	  14063	     79
  37344	  14125	     77
  37563	  14188	     76
  37781	  14250	     74
  38033	  14313	     73
  38267	  14500	     81
  38540	  14563	     79
  39346	  14750	     77
  40127	  15063	     77
  40233	  15092	     79
  40392	  15125	     77
  40519	  15154	     76
  40633	  15188	     74
  40758	  15217	     72
  40875	  15250	     71
  41015	  15279	     72
  41156	  15313	     71
  41215	  15342	     69
  41398	  15500	     67
  41510	  15529	     65
  41646	  15563	     64
  41767	  15592	     67
  41917	  15625	     69
  42048	  15654	     71
  42163	  15688	     72
  42265	  15717	     74
  42406	  15750	     76
  42525	  15779	     77
  42654	  15813	     79
  42769	  15842	     81
  42885	  16000	     83
  42994	  16029	     84
  43127	  16063	     79
  43721	  16188	     76
  43988	  16250	     72
  44806	  16563	     81
  45002	  16625	     83
  45088	  16642	     81
  45156	  16663	     79
  45271	  16688	     81
  45360	  16717	     83
  45519	  16750	     84
  46340	  17063	     62
  47010	  17250	     81
  47892	  17563	     72
  48546	  17750	     71
  52651	  19063	     76
  52793	  19092	     79
  52934	  19125	     78
  53043	  19154	     79
  53197	  19188	     78
  53299	  19217	     79
  53409	  19250	     84
  53549	  19279	     79
  53641	  19313	     78
  53705	  19342	     79
  54080	  19500	     78
  54155	  19529	     79
  54318	  19563	     86
  54570	  19654	     84
  54686	  19688	     83
  54803	  19717	     81
  54930	  19750	     79
  55780	  20063	     76
  55905	  20092	     79
  56020	  20125	     78
  56130	  20154	     79
  56264	  20188	     78
  56364	  20217	     79
  56514	  20250	     84
  56626	  20279	     79
  56776	  20313	     78
  56859	  20342	     79
  56992	  20500	     78
  57103	  20529	     79
  57317	  20563	     86
  57746	  20654	     84
  57883	  20688	     83
  58008	  20717	     81
  58123	  20750	     79
  58971	  21063	     86
  59092	  21092	     84
  59190	  21125	     83
  59306	  21154	     84
  59419	  21188	     83
  59531	  21217	     84
  59702	  21250	     84
  59829	  21279	     83
  59950	  21313	     81
  60052	  21342	     83
  60194	  21500	     81
  60288	  21529	     83
  60469	  21563	     83
  60571	  21592	     81
  60696	  21625	     80
  60808	  21654	     81
  60913	  21688	     80
  61035	  21717	     81
  61154	  21750	     81
  61310	  21779	     79
  61444	  21813	     78
  61538	  21842	     79
  61697	  22000	     78
  61815	  22029	     79
  62014	  22063	     79
  62191	  22092	     77
  62301	  22125	     76
  62409	  22154	     77
  62519	  22188	     76
  62625	  22217	     77
  62756	  22250	     77
  62813	  22279	     76
  62921	  22313	     75
  63031	  22342	     76
  63321	  22500	     75
  63423	  22529	     76
  63592	  22563	     76
  63694	  22592	     74
  63804	  22625	     73
  63954	  22654	     74
  64073	  22688	     73
  64185	  22717	     74
  64392	  22750	     74
  64506	  22779	     72
  64623	  22813	     71
  64725	  22842	     72
  64849	  23000	     71
  64981	  23029	     72
  65159	  23063	     71
  66079	  23250	     83
  66881	  23563	     84
  67650	  23750	     78
  68452	  24063	     79
  68621	  24125	     81
  68698	  24138	     79
  68763	  24154	     78
  68833	  24171	     79
  68923	  24188	     81
  69231	  24250	     72
  69756	  24500	     74
  70040	  24563	     77
  70694	  24750	     76
  71546	  25063	     71
  72338	  25250	     86
  73177	  25563	     87
  73902	  25750	     66
  74727	  26063	     67
  75044	  26125	     69
  75146	  26154	     71
  75294	  26188	     72
  75408	  26217	     74
  75552	  26250	     76
  75663	  26279	     77
  75792	  26313	     79
  75896	  26342	     81
  76083	  26500	     83
  76140	  26529	     84
  76265	  26563	     74
  76265	  26563	     76
  77748	  27000	     72
  77867	  27029	     74
  78050	  27063	     72
  79525	  27313	     79
  79785	  27500	     76
  80052	  27563	     74
  80321	  27625	     72
  80581	  27688	     72
  80771	  27733	     74
  80833	  27750	     72
  81258	  27842	     71
  81381	  28000	     72
  81679	  28063	     81
  81796	  28125	     83
  81877	  28138	     81
  81927	  28154	     80
  82042	  28171	     81
  82177	  28188	     83
  82423	  28250	     84
  82765	  28313	     79
  83019	  28500	     76
  83271	  28563	     74
  83510	  28625	     72
  83785	  28688	     72
  84002	  28733	     76
  84038	  28750	     74
  84254	  28842	     73
  84690	  29000	     74
  84977	  29063	     72
  86271	  29313	     79
  86498	  29500	     76
  86750	  29563	     74
  87010	  29625	     72
  87185	  29688	     72
  87469	  29733	     74
  87531	  29750	     72
  87729	  29842	     71
  88067	  30000	     72
  88350	  30063	     81
  88502	  30125	     83
  88634	  30138	     81
  88721	  30154	     80
  88853	  30171	     81
  88980	  30188	     83
  89153	  30250	     84
  89484	  30313	     79
  89739	  30500	     76
  89966	  30563	     74
  90218	  30625	     72
  90391	  30688	     72
  90691	  30733	     76
  90747	  30750	     74
  90961	  30842	     73
  91455	  31000	     74
  91676	  31063	     72
  92797	  31313	     76
  92866	  31342	     75
  93039	  31500	     76
  93143	  31529	     74
  93303	  31563	     72
  94431	  31813	     79
  94527	  31842	     78
  94654	  32000	     79
  94775	  32029	     77
  94894	  32063	     76
  96001	  32313	     82
  96073	  32342	     81
  96202	  32500	     82
  96310	  32529	     81
  96452	  32563	     79
  97625	  32813	     86
  97747	  32842	     85
  97839	  33000	     86
  97895	  33029	     84
  98116	  33063	     82
  98395	  33125	     82
  98522	  33154	     81
  98645	  33188	     82
  98757	  33217	     81
  98876	  33250	     79
  99206	  33313	     79
  99324	  33342	     78
  99497	  33500	     79
  99584	  33529	     77
  99736	  33563	     76
 100043	  33625	     72
 100314	  33688	     73
 100543	  33750	     74
 100739	  33813	     75
 101336	  34000	     76
 101828	  34063	     77
 102385	  34217	     77
 102804	  34233	     79
 102883	  34250	     81
 103319	  34342	     79
 103527	  34500	     77
 103802	  34563	     84
 104552	  34750	     81
 105063	  35000	     77
 105354	  35063	     86
 106117	  35250	     82
 106600	  35500	     77
 106888	  35563	     84
 107635	  35750	     81
 108152	  36000	     77
 108423	  36063	     76
 108658	  36125	     77
 108873	  36188	     78
 109102	  36250	     79
 109603	  36500	     79
 109878	  36563	     77
 110091	  36625	     79
 110299	  36688	     80
 110566	  36750	     81
 111116	  37000	     81
 111396	  37063	     81
 111629	  37125	     79
 111873	  37188	     82
 112122	  37250	     81
 112280	  37313	     79
 112636	  37500	     77
 112903	  37563	     76
 113020	  37592	     77
 113174	  37625	     79
 113297	  37654	     77
 113416	  37688	     76
 113503	  37717	     74
 113634	  37750	     72
 120782	  40063	     84
 123486	  40813	     82
 123705	  41000	     81
 123918	  41063	     81
 124243	  41125	     79
 124486	  41188	     79
 124672	  41250	     79
 125516	  41500	     79
 125749	  41563	     79
 126697	  41813	     81
 126914	  42000	     77
 127168	  42063	     76
 127434	  42125	     72
 127661	  42188	     77
 127882	  42217	     79
 127947	  42233	     81
 127999	  42250	     82
 128276	  42342	     81
 128526	  42500	     79
 128814	  42563	     80
 129461	  42750	     81
 140672	  46063	     70
 141399	  46217	     70
 141491	  46233	     72
 141584	  46250	     74
 141989	  46342	     72
 142101	  46500	     70
 142414	  46563	     77
 143186	  46750	     74
 143664	  47000	     70
 143930	  47063	     79
 144651	  47250	     75
 145166	  47500	     70
 145445	  47563	     80
 146180	  47750	     77
 146957	  48000	     70
 147268	  48063	     82
 148070	  48313	     81
 148316	  48500	     79
 148582	  48563	     82
 149107	  48688	     79
 149418	  48750	     77
 150284	  49063	     80
 152122	  49563	     80
 152393	  49608	     79
 152628	  49654	     78
 152820	  49700	     79
 153082	  49750	     82
 153280	  49796	     80
 153472	  49842	     79
 153678	  50013	     77
 153955	  50063	     75
 154843	  50250	     74
 154843	  50250	     75
 155757	  50563	     73
 155757	  50563	     74
 155869	  50608	     74
 155952	  50625	     73
 156033	  50638	     71
 156198	  50654	     73
 156308	  50700	     74
 156352	  50750	     76
 156442	  50763	     77
 156506	  50779	     76
 156594	  50796	     74
 156652	  50813	     76
 156769	  50825	     77
 156871	  50842	     79
 156942	  50858	     81
 157115	  51000	     79
 157121	  51013	     78
 157179	  51029	     79
 157238	  51046	     81
 157333	  51063	     82
 159067	  51563	     82
 159327	  51608	     81
 159533	  51654	     80
 159742	  51700	     81
 159973	  51750	     84
 160175	  51796	     82
 160246	  51842	     81
 160513	  52013	     79
 160688	  52063	     77
