     10	      0	     79
    578	    288	     85
   1052	    577	     74
   1534	    865	     72
   1996	   1154	     66
   2496	   1442	     80
   3013	   1731	     66
   3536	   2019	     72
   4111	   2308	     79
   5529	   3173	     74
   9083	   4615	     81
   9835	   4814	     85
   9927	   4938	     84
  10055	   5087	     87
  10820	   5385	     79
  11724	   5769	     81
  12781	   6154	     73
  13656	   6217	     80
  13750	   6326	     79
  13825	   6412	     81
  13946	   6565	     87
  14405	   6812	     79
  15026	   7142	     84
  15656	   7470	     80
  16268	   7800	     81
  17014	   8131	     73
  18388	   8462	     84
  19240	   8738	     73
  19349	   8926	     87
  20201	   9231	     84
  21161	   9615	     79
  21887	   9808	     81
  21990	   9892	     80
  22135	  10064	     87
  22968	  10385	     81
  23826	  10769	     79
  24895	  11154	     92
  25424	  11324	     81
  25520	  11457	     87
  26055	  11665	     92
