      0	      0	     79
    156	    104	     77
    295	    208	     72
    457	    312	     71
    609	    417	     73
    743	    521	     75
    911	    625	     74
   1028	    729	     69
   1179	    833	     68
   1339	    937	     69
   1505	   1042	     74
   1628	   1146	     70
   7370	   5417	     73
   7573	   5521	     76
   7701	   5625	     74
   7844	   5729	     72
   7976	   5833	     76
   8120	   5937	     75
   8278	   6042	     76
   8382	   6146	     73
   8510	   6250	     79
   8649	   6354	     72
   8773	   6458	     78
   8915	   6562	     77
   9073	   6667	     73
   9220	   6771	     77
   9222	   6875	     76
   9401	   6979	     78
   9543	   7083	     74
   9703	   7187	     71
   9887	   7292	     72
  10012	   7396	     70
  10781	   7917	     68
  10979	   8021	     72
  11139	   8125	     73
  11255	   8229	     74
  11417	   8333	     79
  11556	   8437	     78
  11701	   8542	     76
  11856	   8646	     77
  15385	  11250	     74
  15538	  11354	     70
  15696	  11458	     68
  15830	  11562	     69
  15972	  11667	     61
  16111	  11771	     64
  16259	  11875	     69
  16394	  11979	     74
  16535	  12083	     68
  16700	  12187	     71
  16868	  12292	     70
  17005	  12396	     76
  17142	  12500	     73
  17260	  12604	     70
  17425	  12708	     71
  17536	  12812	     69
  17691	  12917	     74
  17835	  13021	     66
  17990	  13125	     65
  18139	  13229	     70
  18293	  13333	     68
  18420	  13437	     69
  18590	  13542	     72
  18720	  13646	     78
  18887	  13750	     79
  19040	  13854	     76
  19167	  13958	     74
  19304	  14062	     77
  19457	  14167	     73
  19589	  14271	     70
  19726	  14375	     76
  19863	  14479	     80
  19993	  14583	     81
  20127	  14687	     74
  20292	  14792	     79
  20425	  14896	     78
