     10	   1000	     77
    829	   1248	     69
    960	   1343	     80
   1059	   1478	     75
   1666	   1956	     80
   2365	   2439	     69
   3151	   2917	     77
   3923	   3400	     80
   6621	   5200	     69
   7175	   5471	     77
   7312	   5598	     80
   7904	   5997	     69
   8435	   6400	     75
  14157	  10008	     88
  14916	  10381	     80
  15045	  10485	     77
  15141	  10600	     69
  15906	  11200	     77
  16763	  11800	     80
  17594	  12400	     75
  18545	  13000	     88
